time,value,delta
1667292283,84,-392055
1667292313,84,-392071
1667292326,84,-392105
1667292343,84,-392134
1667292373,88,-392150
1667292403,84,-392167
1667292433,84,-392183
1667292463,88,-392200
1667292493,88,-392216
1667292496,88,-392260
1667292523,88,-392279
1667292553,84,-392296
1667292583,88,-392312
1667292613,84,-392329
1667292643,84,-392345
1667292666,84,-392369
1667292673,88,-392408
1667292703,84,-392425
1667292733,96,-392441
1667292763,96,-392458
1667292793,96,-392474
1667292823,88,-392491
1667292837,88,-392523
1667292853,92,-392554
1667292883,84,-392570
1667292913,96,-392587
1667292943,88,-392603
1667292973,88,-392620
1667292984,88,-392655
1667292996,92,-392690
1667293002,92,-392730
1667293003,92,-392776
1667293008,92,-392817
1667293033,84,-392839
1667293063,88,-392855
1667293093,92,-392872
1667293123,92,-392888
1667293153,92,-392905
1667293180,92,-392924
1667293183,92,-392968
1667293213,92,-392984
1667293243,88,-393001
1667293274,84,-393016
1667293304,84,-393032
1667293334,92,-393049
1667293351,92,-393078
1667293364,92,-393112
1667293394,92,-393128
1667293424,84,-393145
1667293454,84,-393161
1667293484,84,-393178
1667293514,84,-393194
1667293521,84,-393234
1667293544,92,-393257
1667293574,84,-393274
1667293604,84,-393290
1667293634,84,-393307
1667293664,84,-393323
1667293692,84,-393342
1667293694,88,-393386
1667293724,88,-393403
1667293752,88,-393421
1667293754,88,-393466
1667293756,88,-393510
1667293758,88,-393555
1667293759,88,-393600
1667293784,88,-393622
1667293814,88,-393638
1667293844,88,-393655
1667293863,88,-393682
1667293874,88,-393718
1667293904,88,-393734
1667293934,88,-393751
1667293964,88,-393767
1667293994,92,-393784
1667294024,84,-393800
1667294032,84,-393839
1667294043,80,-393874
1667294085,100,-393879
1667294086,100,-393924
1667294090,100,-393967
1667294097,100,-394006
1667294098,100,-394051
1667294105,100,-394091
1667294110,100,-394132
1667294121,100,-394168
1667294122,92,-394213
1667294130,92,-394252
1667294134,92,-394294
1667294144,92,-394331
1667294147,92,-394374
1667294148,92,-394420
1667294171,100,-394443
1667294172,100,-394489
1667294174,100,-394533
1667294177,100,-394577
1667294195,100,-394605
1667294199,100,-394648
1667294202,100,-394691
1667294248,100,-394692
1667294250,100,-394736
1667294253,100,-394780
1667294254,100,-394825
1667294259,100,-394867
1667294262,100,-394910
1667294272,100,-394947
1667294279,100,-394986
1667294280,100,-395032
1667294297,100,-395061
1667294298,100,-395107
1667294335,100,-395116
1667294356,92,-395142
1667294364,92,-395180
1667294366,92,-395225
1667294372,92,-395265
1667294396,100,-395288
1667294424,100,-395306
1667294439,100,-395338
1667294442,100,-395381
1667294449,100,-395421
1667294454,100,-395462
1667294466,100,-395496
1667294468,100,-395541
1667294486,100,-395569
1667294490,100,-395612
1667294521,92,-395627
1667294524,92,-395671
1667294528,80,-395713
1667294531,80,-395757
1667294536,80,-395798
1667294538,80,-395843
1667294539,80,-395888
1667294543,80,-395931
1667294547,80,-395973
1667294563,76,-396004
1667294577,76,-396036
1667294578,76,-396082
1667294594,84,-396112
1667294600,84,-396153
1667294602,84,-396197
1667294606,84,-396240
1667294620,80,-396272
1667294621,80,-396318
1667294652,80,-396333
1667294656,80,-396376
1667294658,80,-396420
1667294660,80,-396465
1667294662,80,-396509
1667294681,80,-396537
1667294683,80,-396581
1667294688,80,-396623
1667294690,80,-396667
1667294693,80,-396711
1667294694,80,-396756
1667294712,80,-396785
1667294713,80,-396830
1667294729,80,-396861
1667294730,80,-396906
1667294732,80,-396951
1667294742,80,-396987
1667294743,80,-397032
1667294770,80,-397052
1667294771,80,-397097
1667294773,80,-397142
1667294796,73,-397165
1667294802,73,-397206
1667294802,73,-397252
1667294833,76,-397268
1667294856,76,-397291
1667294857,76,-397337
1667294863,76,-397377
1667294864,76,-397423
1667294873,80,-397460
1667294874,80,-397506
1667294875,80,-397551
1667294883,80,-397590
1667294883,80,-397636
1667294886,80,-397680
1667294915,80,-397697
1667294916,80,-397743
1667294946,80,-397759
1667294958,80,-397794
1667294961,80,-397837
1667294976,80,-397869
1667295006,80,-397885
1667295018,80,-397920
1667295019,80,-397965
1667295024,80,-398007
1667295026,80,-398051
1667295029,80,-398095
1667295036,80,-398134
1667295054,80,-398163
1667295066,80,-398197
1667295071,80,-398239
1667295075,80,-398281
1667295080,80,-398323
1667295102,80,-398347
1667295103,80,-398393
1667295119,69,-398423
1667295120,69,-398468
1667295130,69,-398505
1667295131,69,-398550
1667295149,69,-398579
1667295162,69,-398612
1667295167,69,-398654
1667295172,69,-398695
1667295174,69,-398740
1667295191,69,-398769
1667295195,69,-398812
1667295212,76,-398841
1667295215,76,-398885
1667295216,76,-398930
1667295221,76,-398972
1667295225,76,-399014
1667295232,76,-399054
1667295233,76,-399099
1667295242,76,-399137
1667295245,76,-399180
1667295247,76,-399225
1667295251,76,-399267
1667295254,76,-399311
1667295267,76,-399344
1667295277,76,-399381
1667295281,76,-399423
1667295305,76,-399446
1667295306,76,-399491
1667295308,76,-399536
1667295311,76,-399579
1667295319,76,-399618
1667295320,76,-399663
1667295323,76,-399707
1667295335,76,-399741
1667295338,76,-399785
1667295340,76,-399829
1667295341,76,-399875
1667295353,76,-399909
1667295357,76,-399952
1667295360,76,-399995
1667295363,76,-400038
1667295364,76,-400084
1667295371,76,-400123
1667295374,76,-400167
1667295377,76,-400210
1667295395,76,-400239
1667295401,76,-400279
1667295404,76,-400323
1667295409,76,-400364
1667295411,76,-400409
1667295412,76,-400454
1667295415,76,-400498
1667295416,76,-400543
1667295420,76,-400586
1667295421,76,-400631
1667295431,76,-400668
1667295515,88,-400630
1667295516,88,-400676
1667295566,88,-400672
1667295593,84,-400692
1667295594,84,-400737
1667295608,84,-400770
1667295610,84,-400814
1667295615,88,-400856
1667295618,88,-400899
1667295622,88,-400942
1667295645,100,-400965
1667295646,100,-401011
1667295677,100,-401026
1667295678,100,-401072
1667295691,100,-401105
1667295693,100,-401150
1667295706,80,-401183
1667295707,80,-401229
1667295714,80,-401268
1667295716,80,-401313
1667295719,80,-401356
1667295721,80,-401401
1667295731,80,-401437
1667295737,80,-401477
1667295748,80,-401513
1667295756,80,-401551
1667295757,80,-401597
1667295766,80,-401634
1667295767,96,-401680
1667295769,96,-401724
1667295776,96,-401764
1667295780,96,-401806
1667295802,76,-401831
1667295803,76,-401876
1667295810,76,-401916
1667295811,76,-401961
1667295821,76,-401998
1667295842,76,-402023
1667295872,80,-402040
1667295879,80,-402079
1667295882,80,-402123
1667295902,80,-402149
1667295911,80,-402187
1667295932,80,-402212
1667295962,80,-402229
1667295992,80,-402245
1667296013,80,-402271
1667296014,80,-402316
1667296016,80,-402361
1667296022,80,-402401
1667296023,80,-402447
1667296052,76,-402464
1667296081,76,-402482
1667296082,76,-402527
1667296112,80,-402544
1667296142,76,-402560
1667296172,76,-402577
1667296202,76,-402593
1667296232,76,-402610
1667296251,76,-402637
1667296262,76,-402673
1667296292,76,-402689
1667296322,84,-402705
1667296352,84,-402722
1667296361,80,-402759
1667296395,80,-402772
1667296396,80,-402817
1667296420,80,-402840
1667296531,92,-402775
1667296533,92,-402820
1667296534,92,-402865
1667296555,100,-402891
1667296558,100,-402934
1667296559,100,-402980
1667296569,100,-403016
1667296590,100,-403042
1667296591,96,-403087
1667296594,96,-403131
1667296709,96,-403062
1667296711,96,-403107
1667296715,96,-403149
1667296722,96,-403189
1667296731,96,-403226
1667296734,88,-403270
1667296735,88,-403315
1667296746,88,-403351
1667296754,88,-403389
1667296760,88,-403430
1667296810,100,-403426
1667296813,100,-403470
1667296818,100,-403511
1667296819,100,-403557
1667296822,100,-403600
1667296828,100,-403641
1667296834,100,-403681
1667296849,100,-403713
1667296851,100,-403757
1667296860,96,-403795
1667296865,96,-403836
1667296895,96,-403853
1667296925,100,-403869
1667296930,100,-403910
1667296955,92,-403932
1667296985,96,-403948
1667297029,96,-403951
1667297033,88,-403993
1667297038,88,-404035
1667297056,88,-404063
1667297056,88,-404110
1667297059,92,-404153
1667297064,92,-404195
1667297085,92,-404220
1667297092,96,-404260
1667297093,96,-404305
1667297099,96,-404346
1667297105,96,-404386
1667297120,96,-404418
1667297122,100,-404462
1667297140,100,-404491
1667297142,100,-404535
1667297149,100,-404575
1667297151,100,-404619
1667297153,100,-404664
1667297155,100,-404708
1667297165,100,-404745
1667297166,100,-404790
1667297174,100,-404829
1667297177,100,-404872
1667297192,88,-404904
1667297206,88,-404936
1667297209,88,-404980
1667297209,88,-405026
1667297233,100,-405049
1667297251,100,-405077
1667297252,100,-405123
1667297263,100,-405158
1667297265,100,-405203
1667297265,100,-405249
1667297276,100,-405284
1667297298,100,-405309
1667297307,100,-405346
1667297308,100,-405392
1667297318,100,-405428
1667297319,100,-405474
1667297323,100,-405516
1667297329,100,-405557
1667297331,100,-405601
1667297344,100,-405635
1667297346,100,-405679
1667297354,100,-405718
1667297374,100,-405744
1667297379,100,-405786
1667297385,100,-405826
1667297386,100,-405872
1667297414,100,-405890
1667297426,100,-405925
1667297427,100,-405970
1667297444,100,-406000
1667297451,100,-406039
1667297453,100,-406084
1667297465,100,-406118
1667297468,100,-406162
1667297469,100,-406207
1667297490,100,-406233
1667297492,100,-406277
1667297521,100,-406295
1667297523,100,-406339
1667297549,100,-406360
1667297553,96,-406402
1667297580,96,-406422
1667297582,96,-406466
1667297583,96,-406512
1667297613,96,-406528
1667297634,96,-406554
1667297682,76,-406552
1667297684,76,-406597
1667297686,76,-406641
1667297690,76,-406683
1667297695,76,-406725
1667297719,76,-406747
1667297722,96,-406791
1667297723,96,-406836
1667297778,92,-406828
1667297779,92,-406873
1667297782,92,-406917
1667297787,92,-406958
1667297791,92,-407001
1667297792,92,-407046
1667297796,92,-407089
1667297800,92,-407131
1667297803,92,-407175
1667297807,88,-407217
1667297815,88,-407256
1667297818,88,-407299
1667297828,88,-407336
1667297829,88,-407381
1667297846,73,-407411
1667297848,73,-407455
1667297868,84,-407482
1667297879,84,-407517
1667297880,84,-407563
1667297888,84,-407601
1667297910,92,-407626
1667297911,92,-407671
1667297915,92,-407714
1667297937,80,-407738
1667297940,80,-407782
1667297947,80,-407821
1667297951,80,-407864
1667297967,88,-407894
1667298002,73,-407906
1667298011,73,-407943
1667298014,73,-407987
1667298022,76,-408025
1667298026,76,-408068
1667298028,76,-408112
1667298038,76,-408148
1667298045,76,-408188
1667298051,76,-408228
1667298052,69,-408274
1667298055,69,-408317
1667298058,69,-408361
1667298061,69,-408404
1667298064,69,-408448
1667298070,69,-408488
1667298076,69,-408529
1667298081,69,-408570
1667298085,84,-408613
1667298088,84,-408656
1667298092,84,-408699
1667298100,84,-408737
1667298112,84,-408772
1667298114,84,-408816
1667298144,88,-408833
1667298145,88,-408878
1667298146,80,-408924
1667298158,80,-408958
1667298160,80,-409003
1667298176,80,-409033
1667298191,76,-409065
1667298192,76,-409110
1667298194,76,-409155
1667298195,76,-409200
1667298196,76,-409246
1667298200,76,-409288
1667298206,76,-409329
1667298223,84,-409358
1667298225,84,-409403
1667298229,84,-409445
1667298229,84,-409492
1667298231,84,-409536
1667298232,84,-409582
1667298237,84,-409623
1667298239,84,-409668
1667298242,84,-409711
1667298246,84,-409753
1667298248,84,-409798
1667298249,84,-409843
1667298250,84,-409889
1667298261,84,-409924
1667298278,92,-409954
1667298281,92,-409997
1667298286,92,-410039
1667298291,92,-410080
1667298292,92,-410126
1667298309,84,-410155
1667298313,84,-410198
1667298315,84,-410242
1667298334,76,-410270
1667298344,76,-410306
1667298346,76,-410351
1667298349,76,-410394
1667298369,73,-410421
1667298372,73,-410464
1667298394,96,-410489
1667298396,96,-410533
1667298399,96,-410577
1667298401,96,-410621
1667298403,96,-410666
1667298408,96,-410707
1667298411,96,-410751
1667298420,96,-410788
1667298422,96,-410833
1667298446,80,-410855
1667298447,80,-410901
1667298464,96,-410930
1667298466,96,-410975
1667298469,96,-411018
1667298478,96,-411056
1667298489,100,-411091
1667298500,100,-411127
1667298502,100,-411171
1667298504,100,-411216
1667298521,100,-411245
1667298534,100,-411278
1667298537,100,-411322
1667298558,100,-411347
1667298561,100,-411391
1667298565,100,-411433
1667298591,100,-411454
1667298597,100,-411494
1667298607,100,-411531
1667298625,100,-411559
1667298626,100,-411605
1667298647,100,-411630
1667298649,100,-411675
1667298673,69,-411697
1667298674,69,-411743
1667298688,92,-411775
1667298705,92,-411805
1667298708,92,-411848
1667298712,92,-411891
1667298713,80,-411936
1667298716,80,-411980
1667298723,80,-412019
1667298735,80,-412054
1667298754,100,-412081
1667298755,100,-412127
1667298756,100,-412172
1667298770,100,-412205
1667298777,96,-412244
1667298778,96,-412290
1667298786,96,-412328
1667298867,100,-412294
1667298870,100,-412337
1667298896,69,-412358
1667298897,69,-412403
1667298909,69,-412438
1667298948,92,-412445
1667298949,92,-412491
1667298967,100,-412519
1667298968,100,-412565
1667298988,100,-412591
1667298990,100,-412635
1667299011,73,-412661
1667299012,73,-412706
1667299019,73,-412746
1667299023,92,-412788
1667299045,92,-412813
1667299055,96,-412849
1667299055,96,-412896
1667299076,96,-412921
1667299079,92,-412965
1667299081,92,-413009
1667299085,92,-413052
1667299098,92,-413085
1667299101,92,-413129
1667299102,92,-413174
1667299112,76,-413211
1667299114,76,-413255
1667299124,76,-413292
1667299129,76,-413333
1667299130,76,-413379
1667299136,76,-413419
1667299137,76,-413465
1667299146,80,-413502
1667299148,80,-413547
1667299160,80,-413581
1667299255,80,-413533
1667299280,84,-413554
1667299311,84,-413570
1667299318,84,-413609
1667299325,76,-413649
1667299327,76,-413693
1667299341,76,-413726
1667299342,76,-413771
1667299354,76,-413806
1667299355,73,-413851
1667299373,73,-413880
1667299387,73,-413912
1667299388,73,-413958
1667299389,73,-414003
1667299401,73,-414037
1667299425,73,-414060
1667299430,84,-414101
1667299433,84,-414145
1667299447,84,-414177
1667299449,84,-414222
1667299456,84,-414261
1667299459,84,-414305
1667299461,84,-414349
1667299467,84,-414390
1667299470,84,-414433
1667299473,84,-414477
1667299475,84,-414521
1667299485,92,-414558
1667299494,92,-414595
1667299595,92,-414541
1667299665,84,-414517
1667299765,84,-414464
1667299846,69,-414429
1667299934,69,-414388
1667300026,69,-414342
1667300104,69,-414311
1667300206,73,-414255
1667300276,73,-414232
1667300386,69,-414168
1667300445,69,-414156
1667300566,73,-414081
1667300616,73,-414078
1667300746,73,-413994
1667300786,73,-414001
1667300926,80,-413907
1667300956,80,-413924
1667301106,57,-413820
1667301126,57,-413847
1667301286,84,-413733
1667301295,84,-413771
1667301466,76,-413646
1667301466,84,-413693
1667301636,76,-413569
1667301646,65,-413605
1667301806,65,-413492
1667301826,65,-413518
1667301976,65,-413415
1667302006,76,-413431
1667302146,76,-413338
1667302186,80,-413344
1667302316,80,-413261
1667302366,76,-413257
1667302486,76,-413184
1667302547,76,-413169
1667302656,76,-413107
1667302727,76,-413082
1667302826,76,-413030
1667302907,80,-412995
1667302997,80,-412952
1667303087,80,-412908
1667303167,80,-412875
1667303267,80,-412821
1667303338,80,-412797
1667303447,80,-412734
1667303509,80,-412719
1667303627,80,-412647
1667303680,80,-412641
1667303807,80,-412560
1667303850,80,-412564
1667303987,80,-412473
1667304020,80,-412487
1667304167,80,-412386
1667304190,80,-412410
1667304347,76,-412299
1667304361,76,-412332
1667304527,69,-412212
1667304530,69,-412256
1667304700,69,-412132
1667304707,69,-412172
1667304870,69,-412055
1667304887,69,-412085
1667305040,69,-411978
1667305067,69,-411997
1667305210,69,-411901
1667305248,69,-411909
1667305380,69,-411824
1667305428,69,-411822
1667305551,69,-411746
1667305608,69,-411735
1667305721,69,-411669
1667305788,69,-411648
1667305890,69,-411593
1667305968,69,-411561
1667306060,69,-411516
1667306148,69,-411474
1667306231,69,-411438
1667306328,69,-411387
1667306401,69,-411361
1667306508,69,-411300
1667306572,69,-411283
1667306688,69,-411213
1667306743,69,-411205
1667306868,69,-411126
1667306914,69,-411127
1667307048,61,-411039
1667307084,61,-411050
1667307228,61,-410952
1667307255,61,-410972
1667307408,61,-410865
1667307426,61,-410894
1667307588,61,-410778
1667307596,61,-410817
1667307765,61,-410694
1667307769,61,-410737
1667307935,61,-410617
1667307949,61,-410650
1667308105,61,-410540
1667308129,69,-410563
1667308275,69,-410463
1667308309,69,-410476
1667308446,69,-410385
1667308489,61,-410388
1667308616,61,-410308
1667308669,65,-410301
1667308786,65,-410231
1667308849,65,-410214
1667308956,65,-410154
1667309029,73,-410127
1667309125,73,-410078
1667309209,57,-410040
1667309295,57,-410001
1667309389,57,-409953
1667309465,57,-409924
1667309569,57,-409866
1667309636,57,-409846
1667309749,57,-409779
1667309807,57,-409768
1667309929,57,-409692
1667309978,57,-409690
1667310109,69,-409605
1667310148,69,-409613
1667310289,57,-409518
1667310318,57,-409536
1667310469,53,-409431
1667310488,53,-409459
1667310650,73,-409343
1667310657,73,-409383
1667310827,73,-409259
1667310830,73,-409303
1667310998,73,-409181
1667311010,73,-409216
1667311168,73,-409104
1667311190,73,-409129
1667311338,73,-409027
1667311370,73,-409042
1667311508,73,-408950
1667311550,76,-408955
1667311678,76,-408873
1667311730,73,-408868
1667311848,73,-408796
1667311910,69,-408780
1667312017,69,-408720
1667312090,53,-408693
1667312188,53,-408642
1667312270,61,-408606
1667312358,61,-408565
1667312450,61,-408519
1667312528,61,-408488
1667312630,61,-408432
1667312698,61,-408411
1667312810,61,-408345
1667312869,61,-408333
1667312990,61,-408258
1667313039,61,-408256
1667313170,61,-408171
1667313210,61,-408178
1667313351,57,-408083
1667313380,57,-408101
1667313531,57,-407996
1667313550,57,-408024
1667313711,69,-407909
1667313720,69,-407947
1667313890,69,-407823
1667313891,76,-407869
1667314060,76,-407746
1667314071,65,-407782
1667314230,65,-407669
1667314251,65,-407695
1667314400,65,-407592
1667314431,65,-407608
1667314570,65,-407515
1667314611,65,-407521
1667314740,65,-407438
1667314791,65,-407434
1667314910,65,-407361
1667314971,73,-407347
1667315080,73,-407284
1667315151,73,-407260
1667315250,73,-407207
1667315331,57,-407172
1667315420,57,-407130
1667315511,57,-407085
1667315590,57,-407053
1667315691,57,-406998
1667315760,57,-406976
1667315871,57,-406911
1667315931,57,-406898
1667316052,57,-406823
1667316102,57,-406820
1667316232,57,-406736
1667316271,57,-406744
1667316412,57,-406649
1667316442,57,-406666
1667316592,57,-406562
1667316612,57,-406589
1667316772,57,-406475
1667316782,57,-406512
1667316952,57,-406388
1667316952,57,-406435
1667317122,57,-406311
1667317132,57,-406348
1667317293,57,-406233
1667317312,57,-406261
1667317463,57,-406156
1667317492,57,-406174
1667317632,57,-406080
1667317672,57,-406087
1667317802,57,-406003
1667317852,57,-406000
1667317972,57,-405926
1667318032,57,-405913
1667318142,57,-405849
1667318212,61,-405826
1667318312,61,-405772
1667318392,61,-405739
1667318483,61,-405694
1667318572,53,-405652
1667318653,53,-405617
1667318753,53,-405563
1667318823,53,-405540
1667318933,53,-405476
1667318992,53,-405464
1667319113,53,-405389
1667319163,53,-405386
1667319293,53,-405302
1667319333,53,-405309
1667319473,53,-405215
1667319504,53,-405231
1667319653,53,-405128
1667319674,53,-405154
1667319833,53,-405041
1667319845,53,-405076
1667320013,53,-404954
1667320016,53,-404998
1667320186,53,-404874
1667320193,53,-404914
1667320356,53,-404797
1667320373,53,-404827
1667320525,53,-404721
1667320553,53,-404740
1667320695,53,-404644
1667320733,53,-404653
1667320865,53,-404567
1667320913,69,-404566
1667321035,69,-404490
1667321093,61,-404479
1667321206,61,-404412
1667321273,61,-404392
1667321376,61,-404335
1667321454,76,-404304
1667321546,76,-404258
1667321634,69,-404217
1667321716,69,-404181
1667321814,69,-404130
1667321885,69,-404105
1667321994,65,-404042
1667322056,65,-404027
1667322174,65,-403955
1667322226,65,-403950
1667322354,65,-403868
1667322397,65,-403872
1667322534,65,-403781
1667322567,65,-403795
1667322714,65,-403694
1667322737,65,-403718
1667322894,65,-403607
1667322907,65,-403641
1667323074,65,-403520
1667323077,65,-403564
1667323246,65,-403441
1667323254,65,-403480
1667323416,65,-403364
1667323434,65,-403393
1667323587,65,-403286
1667323614,65,-403306
1667323757,65,-403209
1667323794,61,-403219
1667323927,61,-403132
1667323975,61,-403131
1667324097,61,-403055
1667324155,61,-403044
1667324267,61,-402978
1667324335,61,-402957
1667324437,61,-402901
1667324515,65,-402870
1667324606,65,-402825
1667324695,65,-402783
1667324777,65,-402747
1667324875,57,-402696
1667324947,57,-402670
1667325055,53,-402609
1667325117,53,-402593
1667325235,65,-402522
1667325288,65,-402515
1667325415,65,-402434
1667325459,65,-402437
1667325595,65,-402347
1667325629,65,-402360
1667325775,65,-402260
1667325799,65,-402283
1667325955,65,-402173
1667325969,65,-402206
1667326135,65,-402086
1667326139,65,-402129
1667326309,65,-402005
1667326315,65,-402046
1667326479,65,-401928
1667326495,65,-401959
1667326649,65,-401851
1667326675,65,-401872
1667326819,65,-401774
1667326856,65,-401784
1667326989,65,-401697
1667327036,65,-401697
1667327159,65,-401620
1667327216,65,-401610
1667327329,65,-401543
1667327396,65,-401523
1667327499,65,-401466
1667327576,65,-401436
1667327669,65,-401389
1667327756,65,-401349
1667327839,65,-401312
1667327936,65,-401262
1667328009,65,-401235
1667328116,65,-401175
1667328179,65,-401158
1667328296,65,-401088
1667328349,65,-401081
1667328476,65,-401001
1667328520,65,-401003
1667328656,65,-400914
1667328691,65,-400925
1667328836,65,-400826
1667328860,65,-400849
1667329016,65,-400739
1667329030,65,-400772
1667329196,69,-400652
1667329200,69,-400695
1667329370,69,-400571
1667329377,69,-400611
1667329540,69,-400494
1667329557,69,-400524
1667329711,69,-400416
1667329737,65,-400437
1667329881,65,-400339
1667329917,65,-400350
1667330050,65,-400263
1667330097,69,-400263
1667330220,69,-400186
1667330277,69,-400176
1667330390,69,-400109
1667330457,50,-400089
1667330560,50,-400032
1667330637,50,-400002
1667330730,50,-399955
1667330817,50,-399915
1667330901,50,-399877
1667330997,50,-399828
1667331071,50,-399800
1667331177,50,-399741
1667331241,50,-399723
1667331357,50,-399654
1667331410,50,-399647
1667331537,50,-399567
1667331581,50,-399569
1667331717,50,-399480
1667331751,50,-399492
1667331897,53,-399393
1667331921,53,-399415
1667332077,53,-399306
1667332091,53,-399338
1667332258,53,-399217
1667332262,53,-399260
1667332432,53,-399136
1667332438,53,-399177
1667332602,53,-399059
1667332618,53,-399090
1667332771,53,-398983
1667332798,53,-399003
1667332941,53,-398906
1667332978,53,-398916
1667333111,53,-398829
1667333158,53,-398829
1667333282,53,-398751
1667333338,53,-398742
1667333452,53,-398674
1667333518,57,-398655
1667333622,57,-398597
1667333698,57,-398568
1667333792,57,-398520
1667333878,57,-398481
1667333961,57,-398444
1667334058,57,-398394
1667334131,57,-398367
1667334238,65,-398307
1667334301,65,-398290
1667334418,65,-398220
1667334472,65,-398212
1667334598,65,-398133
1667334643,65,-398134
1667334779,69,-398045
1667334812,69,-398058
1667334959,69,-397958
1667334983,69,-397980
1667335139,69,-397871
1667335153,69,-397903
1667335319,57,-397784
1667335323,57,-397826
1667335492,57,-397704
1667335499,69,-397743
1667335663,69,-397625
1667335679,69,-397656
1667335833,69,-397548
1667335859,69,-397569
1667336003,69,-397471
1667336039,61,-397482
1667336173,61,-397394
1667336219,65,-397395
1667336343,65,-397317
1667336399,65,-397308
1667336513,65,-397240
1667336579,57,-397221
1667336682,57,-397164
1667336759,69,-397134
1667336853,69,-397086
1667336939,73,-397047
1667337023,73,-397009
1667337119,73,-396960
1667337193,73,-396932
1667337299,73,-396873
1667337363,73,-396855
1667337479,73,-396786
1667337533,73,-396778
1667337660,73,-396698
1667337703,73,-396701
1667337840,73,-396611
1667337873,73,-396624
1667338020,73,-396524
1667338044,73,-396546
1667338200,73,-396437
1667338214,73,-396469
1667338380,73,-396350
1667338384,73,-396392
1667338554,73,-396269
1667338560,73,-396309
1667338724,73,-396192
1667338740,73,-396222
1667338894,73,-396115
1667338920,73,-396135
1667339064,73,-396037
1667339100,73,-396048
1667339234,73,-395960
1667339280,69,-395961
1667339404,69,-395883
1667339460,69,-395874
1667339574,69,-395806
1667339640,69,-395787
1667339744,69,-395729
1667339820,69,-395700
1667339914,69,-395652
1667340000,69,-395613
1667340084,69,-395575
1667340180,69,-395526
1667340254,69,-395498
1667340361,69,-395438
1667340424,69,-395421
1667340541,69,-395351
1667340595,69,-395343
1667340721,69,-395264
1667340765,69,-395266
1667340901,69,-395177
1667340936,69,-395188
1667341081,69,-395090
1667341105,69,-395112
1667341261,69,-395003
1667341276,69,-395034
1667341441,69,-394916
1667341446,69,-394957
1667341616,69,-394834
1667341621,69,-394875
1667341786,69,-394757
1667341801,69,-394788
1667341957,69,-394679
1667341981,69,-394701
1667342127,69,-394602
1667342161,69,-394614
1667342296,69,-394526
1667342341,69,-394527
1667342466,69,-394448
1667342521,65,-394440
1667342636,65,-394371
1667342701,61,-394353
1667342806,61,-394294
1667342881,61,-394266
1667342976,61,-394217
1667343062,61,-394178
1667343147,61,-394139
1667343242,69,-394091
1667343317,69,-394062
1667343422,69,-394004
1667343486,69,-393986
1667343602,76,-393917
1667343656,76,-393909
1667343782,76,-393830
1667343826,76,-393832
1667343962,76,-393743
1667343996,76,-393755
1667344142,76,-393656
1667344166,76,-393678
1667344322,76,-393569
1667344338,76,-393599
1667344502,76,-393482
1667344507,76,-393523
1667344620,76,-393457
1667344622,76,-393501
1667344651,76,-393519
1667344678,76,-393538
1667344717,80,-393546
1667344718,80,-393591
1667344736,73,-393620
1667344737,73,-393665
1667344749,73,-393700
1667344848,73,-393647
1667344868,65,-393674
1667344869,65,-393719
1667344871,65,-393764
1667344880,69,-393801
1667344896,69,-393831
1667344897,69,-393877
1667344898,69,-393922
1667344909,69,-393958
1667344913,65,-394000
1667344921,65,-394039
1667344934,65,-394072
1667344935,65,-394118
1667344938,65,-394161
1667344939,65,-394207
1667344947,65,-394245
1667344977,65,-394262
1667345007,65,-394278
1667345017,65,-394315
1667345020,65,-394358
1667345037,65,-394388
1667345067,65,-394404
1667345079,65,-394439
1667345110,73,-394454
1667345112,73,-394499
1667345131,88,-394526
1667345132,88,-394572
1667345161,76,-394589
1667345187,76,-394610
1667345191,73,-394652
1667345221,73,-394669
1667345224,73,-394712
1667345232,73,-394751
1667345251,73,-394778
1667345281,73,-394795
1667345308,76,-394814
1667345311,76,-394858
1667345313,76,-394902
1667345317,80,-394945
1667345341,80,-394967
1667345357,80,-394998
1667345371,80,-395030
1667345401,80,-395047
1667345431,80,-395063
1667345461,80,-395079
1667345490,80,-395097
1667345492,80,-395141
1667345494,80,-395186
1667345498,80,-395228
1667345521,84,-395252
1667345528,84,-395291
1667345552,76,-395314
1667345557,76,-395355
1667345586,73,-395373
1667345588,73,-395417
1667345590,73,-395462
1667345600,84,-395498
1667345606,84,-395539
1667345612,84,-395579
1667345634,84,-395604
1667345637,84,-395647
1667345638,84,-395693
1667345646,84,-395731
1667345648,84,-395776
1667345683,73,-395787
1667345685,73,-395832
1667345698,73,-395865
1667345707,80,-395903
1667345710,80,-395946
1667345715,80,-395988
1667345717,80,-396032
1667345721,100,-396075
1667345746,100,-396096
1667345748,100,-396141
1667345843,88,-396092
1667345845,100,-396137
1667345868,100,-396160
1667345874,100,-396201
1667345905,65,-396216
1667345909,84,-396259
1667345910,84,-396304
1667345927,84,-396334
1667345928,84,-396379
1667345942,69,-396411
1667345964,69,-396436
1667345973,88,-396473
1667345974,88,-396519
1667346004,76,-396535
1667346034,76,-396552
1667346038,76,-396594
1667346055,76,-396624
1667346074,76,-396651
1667346093,76,-396679
1667346103,84,-396715
1667346105,84,-396760
1667346112,84,-396799
1667346135,84,-396823
1667346165,84,-396839
1667346195,84,-396856
1667346207,84,-396890
1667346225,84,-396919
1667346259,100,-396931
1667346261,100,-396976
1667346285,88,-396998
1667346286,88,-397044
1667346312,100,-397064
1667346316,100,-397107
