time,value,delta
1670526394,57,153659
1670526559,57,153778
1670526564,57,153736
1670526733,57,153859
1670526739,57,153818
1670526903,57,153936
1670526919,57,153905
1670527073,57,154013
1670527099,57,153992
1670527243,57,154090
1670527279,57,154079
1670527414,57,154168
1670527459,57,154166
1670527585,57,154246
1670527639,57,154253
1670527755,57,154323
1670527819,57,154340
1670527925,57,154400
1670527999,57,154427
1670528095,57,154477
1670528179,57,154514
1670528264,57,154553
1670528360,57,154603
1670528434,57,154630
1670528540,57,154690
1670528605,57,154708
1670528720,57,154777
1670528775,57,154785
1670528900,57,154864
1670528945,57,154862
1670529080,57,154951
1670529115,57,154939
1670529260,57,155038
1670529285,57,155016
1670529440,57,155125
1670529454,57,155092
1670529620,57,155212
1670529624,57,155169
1670529795,57,155294
1670529800,57,155252
1670529965,57,155371
1670529980,57,155339
1670530135,57,155448
1670530160,57,155426
1670530305,57,155525
1670530340,57,155513
1670530475,57,155602
1670530520,57,155600
1670530645,57,155679
1670530700,65,155687
1670530815,65,155756
1670530880,65,155774
1670530986,65,155834
1670531060,65,155861
1670531156,65,155911
1670531241,65,155949
1670531326,65,155988
1670531421,65,156036
1670531496,65,156065
1670531601,65,156124
1670531666,65,156142
1670531781,65,156211
1670531836,65,156219
1670531961,65,156298
1670532006,65,156296
1670532141,65,156385
1670532176,65,156373
1670532321,65,156472
1670532346,65,156450
1670532501,65,156559
1670532516,65,156527
1670532681,65,156646
1670532686,65,156604
1670532856,65,156728
1670532861,65,156686
1670533026,65,156805
1670533041,65,156773
1670533196,65,156882
1670533221,65,156860
1670533366,65,156959
1670533401,65,156947
1670533536,65,157036
1670533581,65,157034
1670533706,65,157113
1670533761,65,157121
1670533876,65,157190
1670533942,65,157209
1670534047,65,157268
1670534122,65,157296
1670534217,65,157345
1670534302,65,157383
1670534387,65,157422
1670534482,65,157470
1670534557,65,157499
1670534662,65,157557
1670534728,65,157577
1670534842,65,157644
1670534897,65,157653
1670535022,65,157732
1670535067,65,157730
1670535202,65,157819
1670535237,65,157807
1670535382,65,157906
1670535407,65,157884
1670535562,65,157993
1670535577,65,157961
1670535742,65,158080
1670535747,65,158038
1670535918,65,158163
1670535922,65,158120
1670536087,65,158239
1670536102,65,158207
1670536257,65,158316
1670536282,65,158294
1670536427,65,158393
1670536462,65,158381
1670536597,65,158470
1670536643,65,158469
1670536767,65,158547
1670536823,65,158556
1670536938,65,158625
1670537003,65,158643
1670537108,65,158702
1670537183,65,158730
1670537278,65,158779
1670537363,65,158817
1670537448,65,158856
1670537543,65,158904
1670537618,65,158933
1670537723,65,158991
1670537787,65,159009
1670537903,65,159078
1670537958,65,159087
1670538083,65,159165
1670538128,65,159164
1670538263,65,159252
1670538299,65,159242
1670538443,65,159340
1670538469,65,159319
1670538623,65,159427
1670538639,65,159396
1670538803,65,159514
1670538808,65,159472
1670538978,65,159596
1670538983,65,159554
1670539148,65,159673
1670539163,65,159641
1670539318,65,159750
1670539344,61,159729
1670539489,61,159828
1670539524,65,159816
1670539659,65,159905
1670539704,65,159903
1670539829,65,159982
1670539884,65,159990
1670539999,65,160059
1670540064,65,160077
1670540169,65,160136
1670540244,65,160164
1670540339,65,160213
1670540390,65,160217
1670540391,65,160172
1670540392,65,160126
1670540401,65,160089
1670540424,65,160065
1670540427,65,160022
1670540457,73,160005
1670540487,73,159989
1670540501,73,159956
1670540503,73,159912
1670540506,73,159868
1670540509,73,159825
1670540536,65,159805
1670540553,65,159776
1670540564,65,159740
1670540565,61,159695
1670540594,61,159678
1670540624,61,159661
1670540649,61,159640
1670540677,53,159621
1670540678,53,159576
1670540680,53,159531
1670540689,53,159494
1670540692,65,159450
1670540703,65,159415
1670540780,65,159445
1670540781,65,159400
1670540783,65,159355
1670540793,65,159319
1670540799,65,159278
1670540805,65,159238
1670540806,65,159192
1670540817,73,159157
1670540818,73,159111
1670540828,73,159075
1670540829,73,159029
1670540843,73,158997
1670540845,73,158952
1670540851,73,158912
1670540852,61,158866
1670540857,61,158825
1670540865,61,158786
1670540869,61,158744
1670541021,61,158849
1670541049,53,158831
1670541190,53,158925
1670541229,57,158918
1670541360,57,159002
1670541409,57,159005
1670541530,57,159079
1670541590,65,159093
1670541700,65,159156
1670541770,65,159180
1670541871,65,159234
1670541950,69,159267
1670541985,69,159256
1670541986,69,159210
1670542014,61,159192
1670542041,61,159172
1670542087,69,159172
1670542088,80,159126
1670542109,80,159101
1670542110,80,159055
1670542121,88,159020
1670542165,80,159017
1670542168,80,158974
1670542169,80,158928
1670542180,80,158893
1670542188,69,158854
1670542192,69,158812
1670542193,69,158766
1670542211,69,158738
1670542223,73,158703
1670542224,73,158658
1670542226,73,158613
1670542260,61,158601
1670542261,61,158555
1670542284,84,158532
1670542315,88,158516
1670542345,92,158500
1670542349,92,158457
1670542376,92,158438
1670542381,92,158396
1670542406,92,158375
1670542436,92,158358
1670542444,92,158320
1670542448,92,158277
1670542449,92,158232
1670542503,100,158239
1670542524,100,158214
1670542538,100,158181
1670542540,100,158137
1670542551,100,158101
1670542576,100,158080
1670542577,100,158035
1670542579,100,157990
1670542589,80,157954
1670542618,80,157936
1670542620,92,157892
1670542707,96,157932
1670542708,96,157887
1670542722,96,157854
1670542763,100,157849
1670542764,100,157803
1670542802,96,157795
1670542804,96,157750
1670542850,92,157750
1670542851,92,157704
1670542855,92,157662
1670542862,92,157622
1670542892,92,157606
1670542912,96,157579
1670542914,96,157535
1670542916,96,157490
1670542918,96,157446
1670542926,96,157407
1670542956,80,157391
1670542956,80,157344
1670542962,73,157304
1670542964,73,157259
1670542982,73,157231
1670542994,84,157196
1670543006,84,157162
1670543013,84,157122
1670543023,80,157086
1670543030,80,157046
1670543040,80,157010
1670543042,80,156965
1670543047,80,156924
1670543056,76,156886
1670543061,76,156845
1670543172,100,156909
1670543173,100,156864
1670543191,80,156836
1670543203,80,156801
1670543232,80,156784
1670543234,92,156739
1670543264,84,156723
1670543278,88,156690
1670543282,88,156648
1670543283,88,156602
1670543340,92,156613
1670543342,92,156568
1670543360,92,156540
1670543372,100,156505
1670543372,100,156459
1670543391,100,156431
1670543394,100,156388
1670543402,100,156349
1670543402,100,156303
1670543413,100,156267
1670543418,100,156226
1670543419,100,156180
1670543455,88,156170
1670543456,88,156124
1670543546,100,156168
1670543548,100,156123
1670543572,100,156101
1670543580,100,156062
1670543582,100,156018
1670543595,100,155984
1670543597,100,155940
1670543625,100,155921
1670543628,100,155878
1670543654,100,155857
1670543655,100,155812
1670543673,100,155783
1670543685,100,155749
1670543715,100,155732
1670543742,100,155713
1670543745,100,155669
1670543767,100,155645
1670543791,100,155623
1670543791,100,155576
1670543807,96,155546
1670543819,96,155511
1670543820,96,155466
1670543830,96,155429
1670543831,100,155384
1670543834,100,155340
1670543846,100,155306
1670543850,100,155263
1670543880,100,155247
1670543887,100,155207
1670543893,100,155167
1670543910,100,155137
1670543912,100,155093
1670543940,100,155074
1670543954,100,155042
1670543967,100,155008
1670543970,100,154965
1670543999,73,154947
1670544010,73,154912
1670544028,76,154883
1670544030,76,154839
1670544039,76,154801
1670544041,76,154757
1670544044,76,154713
1670544053,92,154676
1670544059,92,154635
1670544064,92,154594
1670544076,92,154559
1670544082,92,154519
1670544245,73,154635
1670544252,73,154596
1670544343,76,154640
1670544344,76,154595
1670544346,76,154550
1670544357,76,154515
1670544365,61,154476
1670544369,61,154434
1670544397,100,154416
1670544398,100,154370
1670544422,100,154348
1670544465,100,154344
1670544473,100,154306
1670544477,100,154263
1670544496,96,154236
1670544497,96,154190
1670544510,96,154157
1670544511,96,154111
1670544524,100,154078
1670544525,100,154032
1670544547,100,154008
1670544557,100,153971
1670544558,100,153926
1670544559,100,153880
1670544566,100,153841
1670544568,100,153796
1670544587,100,153769
1670544589,100,153724
1670544591,100,153680
1670544592,100,153634
1670544617,100,153613
1670544637,100,153586
1670544639,100,153542
1670544645,100,153501
1670544647,100,153457
1670544648,100,153411
1670544674,100,153391
1670544676,100,153346
1670544677,100,153301
1670544681,100,153258
1670544683,100,153214
1670544685,100,153169
1670544691,100,153129
1670544707,100,153098
1670544737,100,153082
1670544742,100,153040
1670544744,100,152996
1670544748,100,152954
1670544750,100,152909
1670544757,100,152870
1670544759,100,152825
1670544761,100,152781
1670544762,100,152735
1670544767,100,152694
1670544779,100,152659
1670544781,100,152615
1670544783,100,152570
1670544785,100,152526
1670544796,100,152490
1670544797,100,152445
1670544806,100,152407
1670544808,100,152363
1670544815,100,152323
1670544817,100,152279
1670544827,100,152242
1670544836,100,152205
1670544839,100,152161
1670544842,100,152118
1670544844,100,152073
1670544847,100,152030
1670544849,100,151985
1670544851,100,151941
1670544853,100,151896
1670544855,100,151852
1670544857,100,151807
1670544867,100,151771
1670544869,100,151726
1670544882,100,151693
1670544884,100,151648
1670544887,100,151605
1670544893,100,151564
1670544898,100,151523
1670544900,100,151478
1670544902,100,151434
1670544904,100,151389
1670544907,100,151346
1670544909,100,151302
1670544917,100,151263
1670544919,100,151219
1670544921,100,151174
1670544923,100,151130
1670544932,100,151092
1670544947,100,151061
1670544971,100,151038
1670544975,100,150996
1670544977,100,150951
1670544979,100,150907
1670544984,100,150865
1670544986,100,150821
1670544989,100,150777
1670544991,100,150733
1670544994,100,150689
1670544996,100,150645
1670544999,100,150601
1670545002,100,150558
1670545004,100,150513
1670545007,100,150470
1670545011,100,150427
1670545013,100,150383
1670545017,100,150340
1670545019,100,150296
1670545021,100,150251
1670545023,100,150207
1670545025,100,150162
1670545030,100,150121
1670545032,100,150076
1670545034,100,150032
1670545037,100,149988
1670545048,100,149953
1670545050,100,149908
1670545053,100,149865
1670545057,100,149822
1670545059,100,149778
1670545066,100,149738
1670545067,100,149693
1670545070,100,149650
1670545079,100,149612
1670545081,100,149568
1670545087,100,149527
1670545089,100,149483
1670545097,100,149444
1670545102,100,149403
1670545127,100,149381
1670545135,100,149343
1670545138,100,149299
1670545156,100,149271
1670545160,100,149228
1670545163,100,149185
1670545182,100,149157
1670545183,100,149112
1670545186,100,149068
1670545209,100,149045
1670545211,100,149000
1670545216,100,148959
1670545235,100,148931
1670545237,100,148887
1670545246,100,148849
1670545274,100,148831
1670545276,100,148786
1670545306,100,148770
1670545330,100,148747
1670545332,100,148703
1670545336,100,148660
1670545350,100,148628
1670545352,100,148583
1670545357,100,148542
1670545359,100,148497
1670545365,100,148457
1670545366,100,148411
1670545396,100,148395
1670545400,100,148352
1670545411,100,148317
1670545418,100,148277
1670545420,100,148233
1670545426,100,148193
1670545443,100,148163
1670545456,100,148130
1670545486,100,148113
1670545516,100,148097
1670545542,100,148076
1670545546,100,148034
1670545561,100,148002
1670545563,100,147958
1670545576,100,147924
1670545581,100,147883
1670545583,100,147838
1670545587,100,147796
1670545589,100,147751
1670545594,100,147710
1670545596,100,147665
1670545601,100,147624
1670545603,100,147579
1670545606,100,147536
1670545614,100,147497
1670545636,100,147473
1670545666,100,147456
1670545695,100,147439
1670545719,100,147416
1670545721,100,147372
1670545725,100,147329
1670545733,100,147291
1670545744,84,147255
1670545745,84,147210
1670545759,84,147177
1670545763,84,147135
1670545769,96,147094
1670545771,96,147050
1670545784,96,147016
1670545848,100,147034
1670545849,100,146988
1670545872,100,146965
1670545878,100,146924
1670545884,100,146884
1670545889,100,146843
1670545896,50,146803
1670545904,50,146765
1670545908,50,146722
1670545938,61,146706
1670545954,61,146675
1670545963,42,146638
1670545968,42,146596
1670545976,42,146558
1670545978,42,146513
1670545983,42,146472
1670545989,42,146431
1670545992,42,146388
1670545993,42,146342
1670545995,42,146298
1670545998,42,146254
1670546000,42,146210
1670546028,10,146191
1670546033,10,146150
1670546035,10,146105
1670546058,10,146082
1670546088,46,146065
1670546091,46,146022
1670546093,46,145977
1670546105,46,145943
1670546106,46,145897
1670546109,42,145854
1670546110,42,145808
1670546118,42,145770
1670546119,42,145724
1670546120,42,145679
1670546124,42,145636
1670546127,42,145593
1670546130,42,145549
1670546148,42,145521
1670546150,42,145476
1670546152,42,145432
1670546153,42,145387
1670546155,42,145342
1670546167,42,145308
1670546169,42,145263
1670546181,57,145229
1670546183,57,145184
1670546185,57,145140
1670546206,100,145114
1670546208,100,145070
1670546210,100,145025
1670546220,100,144989
1670546230,100,144952
1670546231,100,144907
1670546244,100,144873
1670546246,100,144829
1670546266,100,144802
1670546277,100,144767
1670546278,100,144721
1670546293,100,144690
1670546294,100,144644
1670546308,100,144612
1670546338,100,144595
1670546360,100,144571
1670546364,100,144528
1670546365,100,144483
1670546368,100,144439
1670546381,100,144406
1670546385,100,144363
1670546398,100,144330
1670546405,100,144290
1670546418,100,144257
1670546423,100,144215
1670546428,100,144174
1670546430,100,144129
1670546457,100,144110
1670546464,100,144070
1670546474,100,144034
1670546475,100,143988
1670546476,100,143943
1670546507,100,143928
1670546510,100,143884
1670546520,100,143848
1670546531,100,143812
1670546532,100,143767
1670546567,100,143755
1670546569,100,143711
1670546575,100,143670
1670546580,100,143629
1670546606,100,143608
1670546607,100,143563
1670546609,100,143518
1670546619,100,143482
1670546634,100,143450
1670546644,88,143414
1670546646,88,143369
1670546648,88,143325
1670546658,88,143288
1670546674,88,143258
1670546684,88,143221
1670546687,88,143178
1670546717,100,143161
1670546747,100,143145
1670546748,100,143099
1670546765,100,143070
1670546770,100,143028
1670546772,100,142984
1670546777,100,142942
1670546804,100,142923
1670546807,88,142879
1670546837,88,142863
1670546867,88,142846
1670546869,88,142802
1670546872,88,142758
1670546881,88,142721
1670546909,92,142702
1670546910,92,142657
1670546915,92,142615
1670546922,88,142576
1670546942,88,142550
1670546944,88,142505
1670546948,88,142463
1670546949,88,142417
1670546975,88,142397
1670546984,100,142359
1670546986,100,142315
1670546989,100,142271
1670546993,100,142229
1670546998,100,142187
1670547011,100,142154
1670547012,100,142108
1670547030,100,142080
1670547033,100,142036
1670547045,100,142002
1670547046,100,141956
1670547047,100,141911
1670547067,100,141884
1670547079,100,141850
1670547080,100,141804
1670547094,100,141772
1670547096,100,141727
1670547109,100,141694
1670547139,100,141677
1670547144,100,141636
1670547145,100,141590
1670547151,100,141550
1670547169,92,141521
1670547199,100,141505
1670547229,100,141488
1670547259,100,141472
1670547284,100,141450
1670547290,100,141410
1670547291,100,141364
1670547291,100,141318
1670547295,100,141275
1670547303,100,141237
1670547313,100,141200
1670547315,100,141156
1670547315,100,141110
1670547324,100,141072
1670547327,100,141029
1670547330,100,140985
1670547335,100,140944
1670547338,100,140900
1670547370,96,140886
1670547407,84,140876
1670547410,84,140833
1670547427,76,140803
1670547432,76,140762
1670547439,76,140722
1670547440,76,140677
1670547457,76,140647
1670547464,76,140608
1670547469,76,140566
1670547470,76,140521
1670547475,76,140479
1670547482,88,140440
1670547483,88,140394
1670547485,88,140350
1670547487,88,140305
1670547494,88,140266
1670547504,88,140229
1670547506,88,140185
1670547522,96,140154
1670547523,96,140109
1670547538,96,140077
1670547541,96,140034
1670547546,96,139992
1670547575,76,139975
1670547576,76,139929
1670547578,76,139885
1670547587,76,139847
1670547609,76,139823
1670547617,76,139784
1670547620,76,139741
1670547628,76,139702
1670547630,76,139658
1670547640,76,139622
1670547644,76,139579
1670547647,76,139536
1670547655,76,139497
1670547664,73,139460
1670547666,73,139415
1670547668,73,139371
1670547677,73,139333
1670547685,73,139295
1670547687,73,139250
1670547707,73,139224
1670547708,73,139178
1670547710,73,139134
1670547737,76,139114
1670547739,76,139070
1670547745,76,139029
1670547767,76,139005
1670547769,76,138960
1670547771,76,138916
1670547777,76,138875
1670547779,76,138831
1670547797,76,138802
1670547804,76,138763
1670547806,76,138718
1670547810,76,138676
1670547812,76,138631
1670547825,76,138598
1670547827,76,138553
1670547829,76,138509
1670547834,76,138467
1670547836,76,138423
1670547857,76,138397
1670547858,76,138352
1670547864,76,138311
1670547866,76,138267
1670547868,76,138222
1670547888,76,138196
1670547890,76,138151
1670547892,76,138107
1670547901,76,138070
1670547903,76,138025
1670547910,76,137986
1670547912,76,137941
1670547918,76,137901
1670547918,76,137854
1670547925,76,137815
1670547927,76,137770
1670547948,76,137745
1670547953,76,137703
1670547958,76,137662
1670547976,76,137633
1670547978,76,137589
1670547980,76,137544
1670547982,76,137500
1670547984,76,137455
1670547994,76,137419
1670547995,76,137373
1670548008,76,137340
1670548009,76,137294
1670548011,76,137250
1670548017,76,137209
1670548019,76,137165
1670548037,76,137136
1670548038,76,137091
1670548040,76,137046
1670548068,76,137028
1670548075,76,136988
1670548077,76,136944
1670548098,76,136918
1670548114,76,136888
1670548117,76,136844
1670548128,76,136809
1670548130,76,136764
1670548132,76,136720
1670548149,76,136690
1670548156,76,136651
1670548158,76,136606
1670548164,76,136566
1670548166,76,136522
1670548168,76,136477
1670548181,76,136444
1670548184,76,136400
1670548188,76,136358
1670548191,76,136314
1670548196,76,136273
1670548198,76,136228
1670548218,76,136202
1670548219,76,136156
1670548221,76,136112
1670548248,76,136092
1670548249,76,136047
1670548250,76,136001
1670548255,76,135960
1670548258,76,135916
1670548274,76,135886
1670548275,76,135840
1670548278,76,135797
1670548308,76,135780
1670548309,76,135735
1670548310,76,135689
1670548314,76,135647
1670548337,76,135623
1670548338,76,135578
1670548339,76,135532
1670548342,76,135489
1670548343,76,135443
1670548345,76,135399
1670548366,76,135373
1670548368,76,135329
1670548369,76,135283
1670548376,76,135244
1670548377,76,135198
1670548379,76,135154
1670548384,76,135112
1670548386,76,135068
1670548393,76,135028
1670548398,76,134987
1670548401,76,134944
1670548416,76,134912
1670548417,76,134867
1670548427,76,134830
1670548428,76,134785
1670548430,76,134740
1670548433,76,134697
1670548434,76,134651
1670548439,76,134610
1670548451,73,134575
1670548463,73,134541
1670548464,73,134495
1670548468,73,134453
1670548476,73,134414
1670548494,92,134386
1670548495,92,134340
1670548501,92,134300
1670548506,92,134258
1670548507,100,134213
1670548509,100,134168
1670548518,100,134131
1670548521,100,134087
1670548530,100,134050
1670548546,76,134019
1670548547,76,133974
1670548557,76,133937
1670548560,76,133894
1670548561,76,133848
1670548667,96,133908
1670548668,96,133862
1670548679,96,133827
1670548849,84,133950
1670548851,84,133906
1670548883,92,133891
1670548885,92,133847
1670548916,76,133831
1670548919,76,133788
1670548921,76,133743
1670548942,76,133718
1670548946,76,133676
1670548947,76,133630
1670548949,76,133586
1670548954,76,133544
1670548960,76,133504
1670548962,76,133459
1670548972,76,133423
1670548974,76,133378
1670548976,76,133334
1670548977,76,133288
1670548998,76,133263
1670548999,76,133217
1670549001,76,133173
1670549014,96,133139
1670549016,96,133095
1670549021,96,133053
1670549022,96,133008
1670549028,96,132967
1670549091,84,132984
1670549092,84,132938
1670549191,84,132991
1670549265,88,133018
1670549266,88,132973
1670549344,88,133004
1670549346,88,132960
1670549360,88,132927
1670549405,84,132926
1670549406,84,132880
1670549439,100,132867
1670549440,100,132821
1670549443,100,132778
1670549451,100,132739
1670549530,100,132772
1670549569,100,132764
1670549571,100,132720
1670549676,76,132778
1670549678,76,132734
1670549696,88,132705
1670549700,88,132663
1670549707,88,132624
1670549722,88,132592
1670549745,88,132569
1670549745,88,132522
1670549807,100,132538
1670549808,100,132492
1670549825,57,132463
1670549827,57,132418
1670549846,100,132391
1670549850,100,132348
1670549854,100,132306
1670549856,100,132261
1670549856,100,132215
1670549870,100,132182
1670549919,80,132185
1670549920,80,132139
1670549937,80,132110
1670549941,92,132067
1670549943,92,132023
1670549947,92,131980
1670549949,92,131936
1670549959,92,131899
1670549961,92,131855
1670549965,92,131812
1670549973,88,131774
1670550003,88,131757
1670550008,88,131716
1670550017,88,131678
1670550019,88,131634
1670550041,88,131609
1670550044,80,131566
1670550046,80,131521
1670550076,69,131505
1670550099,61,131481
1670550106,61,131442
1670550108,61,131397
1670550110,61,131353
1670550122,61,131318
1670550129,88,131279
1670550130,88,131234
1670550206,100,131263
1670550207,100,131218
1670550211,100,131175
1670550225,100,131143
1670550235,100,131106
1670550237,100,131062
1670550258,100,131036
1670550260,100,130992
1670550265,100,130950
1670550289,100,130928
1670550296,100,130888
1670550297,100,130843
1670550355,100,130854
1670550358,100,130811
1670550368,100,130774
1670550381,100,130741
1670550382,96,130695
1670550383,96,130650
1670550426,73,130646
1670550427,73,130601
1670550429,73,130556
1670550438,53,130519
1670550450,53,130484
1670550451,53,130439
1670550458,53,130399
1670550462,53,130357
1670550483,80,130331
1670550492,80,130294
1670550494,80,130249
1670550502,80,130211
1670550504,80,130166
1670550522,80,130138
1670550533,80,130102
1670550535,80,130058
1670550551,80,130027
1670550552,80,129982
1670550557,80,129940
1670550558,76,129895
1670550560,76,129851
1670550562,76,129806
1670550564,76,129762
1670550582,76,129733
1670550594,76,129699
1670550595,76,129653
1670550596,76,129608
1670550605,76,129570
1670550606,76,129525
1670550629,76,129501
1670550630,76,129456
1670550636,76,129415
1670550642,76,129375
1670550671,80,129357
1670550673,80,129313
1670550684,80,129277
1670550685,80,129232
1670550703,80,129203
1670550710,80,129164
1670550714,80,129121
1670550718,84,129079
1670550719,84,129033
1670550720,84,128988
1670550733,84,128954
1670550754,84,128929
1670550783,84,128911
1670550785,84,128867
1670550797,84,128832
1670550891,84,128880
1670550919,57,128861
1670550920,57,128816
1670550922,57,128771
1670550940,42,128743
1670550943,42,128699
1670550952,42,128662
1670550956,42,128619
1670550960,42,128577
1670550964,42,128534
1670550974,46,128498
1670551061,46,128539
1670551144,50,128575
1670551231,50,128616
1670551324,65,128662
1670551402,65,128694
1670551505,69,128750
1670551572,69,128771
1670551583,73,128735
1670551584,73,128690
1670551586,73,128645
1670551587,53,128600
1670551590,53,128556
1670551598,53,128518
1670551620,50,128493
1670551634,50,128461
1670551635,50,128415
1670551647,50,128381
1670551647,50,128334
1670551650,50,128291
1670551652,50,128246
1670551659,50,128207
1670551663,50,128164
1670551671,50,128126
1670551678,50,128086
1670551699,46,128061
1670551700,46,128015
1670551705,46,127974
1670551712,46,127934
1670551742,46,127918
1670551742,73,127871
1670551744,73,127827
1670551746,73,127782
1670551755,73,127745
1670551762,73,127705
1670551767,73,127664
1670551774,69,127624
1670551794,69,127598
1670551806,69,127564
1670551840,100,127551
1670551859,100,127524
1670551870,96,127488
1670551900,100,127472
1670551912,100,127437
1670551923,100,127402
1670551927,100,127359
1670551928,100,127314
1670552009,100,127348
1670552040,100,127333
1670552042,100,127288
1670552070,100,127270
1670552081,100,127234
1670552096,100,127203
1670552103,100,127163
1670552104,100,127118
1670552168,100,127135
1670552170,100,127091
1670552187,84,127061
1670552191,84,127019
1670552201,84,126982
1670552202,84,126937
1670552203,84,126891
1670552215,69,126857
1670552217,69,126812
1670552237,69,126786
1670552247,96,126749
1670552248,96,126704
1670552251,96,126660
1670552276,96,126639
1670552278,96,126594
1670552282,96,126552
1670552290,96,126513
1670552291,96,126468
1670552331,69,126461
1670552332,69,126416
1670552353,84,126390
1670552354,84,126345
1670552385,100,126330
1670552386,100,126284
1670552393,100,126245
1670552395,100,126200
1670552422,100,126181
1670552431,100,126143
1670552432,100,126098
1670552435,100,126054
1670552444,100,126017
1670552498,100,126024
1670552510,100,125990
1670552584,92,126017
1670552585,92,125972
1670552592,92,125932
1670552601,92,125895
1670552602,92,125849
1670552691,80,125892
1670552693,80,125847
1670552758,80,125866
1670552760,80,125821
1670552762,80,125777
1670552779,88,125747
1670552783,88,125705
1670552790,88,125665
1670552790,88,125619
1670552792,88,125574
1670552794,88,125530
1670552796,88,125485
1670552797,88,125440
1670552799,88,125395
1670552801,88,125351
1670552804,73,125307
1670552805,73,125262
1670552807,73,125217
1670552809,73,125173
1670552811,73,125128
1670552817,73,125088
1670552943,73,125167
1670553043,100,125221
1670553113,100,125245
1670553137,100,125222
1670553204,73,125243
1670553206,73,125198
1670553283,73,125229
1670553386,76,125285
1670553438,96,125291
1670553441,96,125247
1670553444,96,125204
1670553448,96,125161
1670553453,96,125120
1670553455,96,125075
1670553456,96,125030
1670553462,96,124989
1670553464,96,124945
1670553470,100,124904
1670553477,100,124865
1670553479,100,124820
1670553569,88,124864
1670553571,88,124819
1670553591,88,124793
1670553592,96,124747
1670553601,96,124710
1670553603,96,124665
1670553625,96,124641
1670553631,96,124600
1670553644,96,124567
1670553646,96,124522
1670553660,100,124490
1670553671,100,124454
1670553703,92,124440
1670553704,92,124394
1670553714,92,124358
1670553716,92,124313
1670553730,92,124281
1670553747,92,124251
1670553758,100,124216
1670553761,100,124172
1670553791,100,124156
1670553795,100,124114
1670553821,100,124093
1670553851,100,124077
1670553881,100,124060
1670553890,100,124023
1670553892,100,123978
1670553911,100,123951
1670553941,100,123934
1670553942,100,123889
1670553944,100,123844
1670553949,100,123803
1670553951,100,123758
1670553953,100,123714
1670553956,100,123670
1670553958,100,123626
1670553964,100,123585
1670553971,100,123546
1670553977,100,123505
1670553986,100,123468
1670553987,100,123422
1670553996,100,123385
1670553999,96,123341
1670554004,96,123300
1670554036,76,123285
1670554038,76,123241
1670554057,76,123213
1670554068,73,123178
1670554069,73,123132
1670554099,73,123116
1670554101,73,123071
1670554103,73,123027
1670554108,73,122985
1670554111,73,122942
1670554117,73,122901
1670554119,73,122857
1670554125,73,122816
1670554127,73,122772
1670554129,73,122727
1670554133,73,122685
1670554135,73,122641
1670554159,73,122618
1670554164,73,122577
1670554166,73,122532
1670554188,76,122508
1670554189,76,122462
1670554190,76,122417
1670554216,76,122396
1670554219,73,122353
1670554220,73,122307
1670554223,73,122264
1670554227,73,122221
1670554230,73,122178
1670554232,73,122133
1670554238,73,122093
1670554240,73,122048
1670554250,73,122012
1670554252,73,121967
1670554256,73,121925
1670554258,73,121880
1670554260,73,121836
1670554263,73,121792
1670554271,73,121754
1670554273,73,121709
1670554279,73,121669
1670554281,73,121624
1670554283,73,121580
1670554288,73,121538
1670554290,73,121494
1670554305,73,121462
1670554310,73,121421
1670554311,73,121375
1670554320,73,121338
1670554330,73,121301
1670554332,73,121257
1670554333,73,121211
1670554340,73,121172
1670554345,76,121130
1670554347,76,121086
1670554368,76,121061
1670554370,76,121016
1670554375,76,120975
1670554377,76,120930
1670554384,76,120891
1670554386,76,120846
1670554391,76,120805
1670554393,76,120760
1670554399,76,120720
1670554400,76,120674
1670554401,76,120629
1670554407,76,120588
1670554409,76,120544
1670554411,76,120499
1670554415,76,120457
1670554429,76,120424
1670554430,76,120379
1670554455,76,120357
1670554457,76,120313
1670554459,76,120268
1670554460,76,120223
1670554461,76,120177
1670554464,76,120134
1670554466,73,120089
1670554470,73,120047
1670554475,73,120005
1670554482,73,119966
1670554484,73,119921
1670554490,73,119881
1670554502,73,119846
1670554506,73,119804
1670554510,73,119761
1670554515,73,119720
1670554517,73,119675
1670554519,73,119631
1670554520,73,119585
1670554521,73,119540
1670554523,73,119495
1670554535,73,119461
1670554537,73,119417
1670554539,73,119372
1670554541,73,119328
1670554543,73,119283
1670554545,73,119239
1670554548,73,119195
1670554550,73,119151
1670554555,73,119109
1670554557,73,119065
1670554559,73,119020
1670554563,73,118978
1670554565,73,118933
1670554567,73,118889
1670554577,73,118852
1670554580,73,118809
1670554583,73,118765
1670554585,73,118721
1670554588,73,118677
1670554607,73,118650
1670554609,73,118605
1670554610,73,118560
1670554613,73,118516
1670554616,73,118473
1670554628,73,118438
1670554630,73,118394
1670554640,73,118357
1670554645,73,118316
1670554649,73,118273
1670554652,73,118230
1670554660,73,118191
1670554666,73,118151
1670554670,73,118108
1670554684,73,118076
1670554685,73,118030
1670554697,73,117996
1670554699,73,117951
1670554700,73,117906
1670554701,73,117860
1670554705,73,117818
1670554706,73,117773
1670554721,73,117741
1670554728,73,117702
1670554730,73,117657
1670554742,73,117623
1670554743,73,117577
1670554760,73,117548
1670554763,73,117504
1670554765,73,117460
1670554772,73,117420
1670554775,73,117377
1670554786,73,117341
1670554790,73,117299
1670554791,73,117253
1670554792,73,117208
1670554793,73,117162
1670554799,73,117122
1670554815,73,117091
