generation_time,C.NTP.offset,Difference
1407240769302.0,1378.0,-1754.0
1407240769307.0,50413.0,-1770.0
1407240769319.0,-23434.0,-1779.0
1407240769353.0,-70798.0,-1765.0
1407240769387.0,-890.0,-1752.0
1407240769390.0,1124.0,-1770.0
1407240769424.0,714.0,-1756.0
1407240769438.0,1378.0,-1763.0
1407240769448.0,-65610.0,-1774.0
1407240769473.0,6683.0,-1770.0
1407240769501.0,1124.0,-1762.0
1407240769519.0,105.0,-1765.0
1407240769521.0,50413.0,-1784.0
1407240769552.0,-23434.0,-1773.0
1407240769593.0,-70798.0,-1753.0
1407240769598.0,1124.0,-1769.0
1407240769630.0,-890.0,-1758.0
1407240769632.0,-65610.0,-1776.0
1407240769665.0,714.0,-1764.0
1407240769700.0,714.0,-1750.0
1407240769702.0,1378.0,-1768.0
1407240769709.0,50413.0,-1782.0
1407240769773.0,6683.0,-1739.0
1407240769776.0,-23434.0,-1757.0
1407240769786.0,-70798.0,-1767.0
1407240769795.0,-890.0,-1779.0
1407240769832.0,-65610.0,-1763.0
1407240769855.0,6683.0,-1760.0
1407240769898.0,50413.0,-1738.0
1407240769905.0,1378.0,-1752.0
1407240769907.0,-23434.0,-1771.0
1407240769911.0,105.0,-1787.0
1407240769950.0,-70798.0,-1769.0
1407240769983.0,1124.0,-1757.0
1407240769986.0,-890.0,-1774.0
1407240770026.0,-65610.0,-1755.0
1407240770029.0,714.0,-1773.0
1407240770051.0,6683.0,-1772.0
1407240770101.0,1378.0,-1742.0
1407240770104.0,-23434.0,-1760.0
1407240770109.0,105.0,-1776.0
1407240770114.0,50413.0,-1791.0
1407240770154.0,-70798.0,-1772.0
1407240770185.0,1124.0,-1762.0
1407240770188.0,-65610.0,-1780.0
1407240770225.0,714.0,-1763.0
1407240770226.0,-890.0,-1783.0
1407240770244.0,6683.0,-1786.0
1407240770274.0,50413.0,-1776.0
1407240770300.0,105.0,-1771.0
1407240770305.0,1378.0,-1787.0
1407240770317.0,-23434.0,-1796.0
1407240770375.0,1124.0,-1758.0
1407240770388.0,-70798.0,-1766.0
1407240770402.0,-890.0,-1773.0
1407240770430.0,-65610.0,-1765.0
1407240770450.0,714.0,-1766.0
1407240770468.0,6683.0,-1769.0
1407240770497.0,50413.0,-1760.0
1407240770500.0,1378.0,-1778.0
1407240770520.0,105.0,-1779.0
1407240770542.0,-23434.0,-1778.0
1407240770590.0,1124.0,-1750.0
1407240770591.0,-70798.0,-1770.0
1407240770608.0,-890.0,-1774.0
1407240770648.0,714.0,-1754.0
1407240770654.0,-65610.0,-1769.0
1407240770695.0,50413.0,-1749.0
1407240770699.0,6683.0,-1766.0
1407240770703.0,105.0,-1782.0
1407240770723.0,-23434.0,-1783.0
1407240770751.0,1378.0,-1776.0
1407240770789.0,1124.0,-1758.0
1407240770794.0,-70798.0,-1774.0
1407240770816.0,-890.0,-1773.0
1407240770848.0,714.0,-1762.0
1407240770851.0,-65610.0,-1779.0
1407240770902.0,6683.0,-1749.0
1407240770908.0,1378.0,-1764.0
1407240770910.0,50413.0,-1782.0
1407240770977.0,105.0,-1736.0
1407240770983.0,1124.0,-1751.0
1407240770997.0,-70798.0,-1758.0
1407240770999.0,-23434.0,-1776.0
1407240771013.0,-890.0,-1783.0
1407240771052.0,-65610.0,-1765.0
1407240771053.0,714.0,-1784.0
1407240771091.0,6683.0,-1767.0
1407240771100.0,50413.0,-1779.0
1407240771110.0,105.0,-1790.0
1407240771113.0,1378.0,-1807.0
1407240771152.0,-23434.0,-1789.0
1407240771184.0,-70798.0,-1778.0
1407240771188.0,1124.0,-1794.0
1407240771225.0,-890.0,-1778.0
1407240771252.0,-65610.0,-1772.0
1407240771299.0,714.0,-1746.0
1407240771301.0,6683.0,-1764.0
1407240771315.0,50413.0,-1771.0
1407240771357.0,105.0,-1750.0
1407240771375.0,1378.0,-1752.0
1407240771387.0,-23434.0,-1761.0
1407240771394.0,1124.0,-1775.0
1407240771416.0,-70798.0,-1774.0
1407240771430.0,-890.0,-1780.0
1407240771456.0,714.0,-1775.0
1407240771500.0,-65610.0,-1752.0
1407240771504.0,50413.0,-1768.0
1407240771516.0,105.0,-1777.0
1407240771518.0,6683.0,-1796.0
1407240771577.0,1378.0,-1758.0
1407240771587.0,1124.0,-1768.0
1407240771589.0,-23434.0,-1787.0
1407240771613.0,-70798.0,-1784.0
1407240771630.0,-890.0,-1787.0
1407240771646.0,-65610.0,-1792.0
1407240771679.0,714.0,-1780.0
1407240771700.0,1378.0,-1780.0
1407240771702.0,6683.0,-1798.0
1407240771721.0,105.0,-1800.0
1407240771756.0,50413.0,-1786.0
1407240771792.0,-23434.0,-1770.0
1407240771808.0,1124.0,-1775.0
1407240771809.0,-70798.0,-1795.0
1407240771851.0,-890.0,-1774.0
1407240771872.0,-65610.0,-1773.0
1407240771878.0,714.0,-1788.0
1407240771899.0,6683.0,-1788.0
1407240771902.0,50413.0,-1805.0
1407240771908.0,1378.0,-1820.0
1407240771953.0,105.0,-1796.0
1407240771990.0,-23434.0,-1780.0
1407240771995.0,1124.0,-1795.0
1407240772014.0,-65610.0,-1797.0
1407240772017.0,-70798.0,-1815.0
1407240772042.0,-890.0,-1810.0
1407240772100.0,714.0,-1773.0
1407240772111.0,6683.0,-1783.0
1407240772174.0,50413.0,-1740.0
1407240772182.0,105.0,-1753.0
1407240772188.0,1378.0,-1768.0
1407240772194.0,-23434.0,-1783.0
1407240772231.0,-65610.0,-1766.0
1407240772240.0,-70798.0,-1778.0
1407240772249.0,1124.0,-1790.0
1407240772299.0,714.0,-1760.0
1407240772302.0,-890.0,-1778.0
1407240772314.0,6683.0,-1787.0
1407240772351.0,50413.0,-1771.0
1407240772385.0,105.0,-1757.0
1407240772393.0,-23434.0,-1770.0
1407240772437.0,-70798.0,-1747.0
1407240772438.0,1378.0,-1766.0
1407240772441.0,1124.0,-1784.0
1407240772499.0,-890.0,-1747.0
1407240772502.0,714.0,-1765.0
1407240772508.0,1378.0,-1779.0
1407240772517.0,-65610.0,-1791.0
1407240772555.0,6683.0,-1774.0
1407240772588.0,105.0,-1761.0
1407240772591.0,50413.0,-1779.0
1407240772618.0,-23434.0,-1773.0
1407240772631.0,-70798.0,-1781.0
1407240772664.0,-890.0,-1768.0
1407240772677.0,1124.0,-1776.0
1407240772699.0,714.0,-1775.0
1407240772719.0,1378.0,-1775.0
1407240772720.0,-65610.0,-1795.0
1407240772775.0,6683.0,-1761.0
1407240772789.0,105.0,-1768.0
1407240772791.0,50413.0,-1786.0
1407240772814.0,-23434.0,-1784.0
1407240772815.0,1124.0,-1804.0
1407240772830.0,-70798.0,-1809.0
1407240772899.0,714.0,-1761.0
1407240772901.0,-890.0,-1780.0
1407240772922.0,-65610.0,-1780.0
1407240772956.0,6683.0,-1766.0
1407240772978.0,50413.0,-1765.0
1407240772993.0,105.0,-1771.0
1407240772994.0,-23434.0,-1790.0
1407240773049.0,1378.0,-1756.0
1407240773050.0,-65610.0,-1776.0
1407240773070.0,-65610.0,-1777.0
1407240773099.0,-890.0,-1768.0
1407240773102.0,-70798.0,-1786.0
1407240773103.0,1124.0,-1806.0
1407240773109.0,714.0,-1820.0
1407240773150.0,6683.0,-1800.0
1407240773192.0,50413.0,-1779.0
1407240773196.0,105.0,-1796.0
1407240773223.0,1378.0,-1789.0
1407240773251.0,-23434.0,-1782.0
1407240773262.0,-70798.0,-1792.0
1407240773279.0,1124.0,-1795.0
1407240773299.0,714.0,-1796.0
1407240773302.0,-890.0,-1814.0
1407240773312.0,6683.0,-1825.0
1407240773370.0,105.0,-1787.0
1407240773383.0,1378.0,-1795.0
1407240773397.0,50413.0,-1802.0
1407240773428.0,-70798.0,-1791.0
1407240773456.0,-23434.0,-1784.0
1407240773463.0,-890.0,-1798.0
1407240773478.0,1124.0,-1804.0
1407240773499.0,714.0,-1803.0
1407240773502.0,-65610.0,-1821.0
1407240773515.0,1378.0,-1829.0
1407240773550.0,6683.0,-1814.0
1407240773586.0,50413.0,-1799.0
1407240773608.0,105.0,-1798.0
1407240773649.0,-23434.0,-1778.0
1407240773655.0,1124.0,-1792.0
1407240773699.0,-70798.0,-1769.0
1407240773704.0,-890.0,-1785.0
1407240773718.0,714.0,-1791.0
1407240773750.0,-65610.0,-1780.0
1407240773789.0,6683.0,-1762.0
1407240773793.0,105.0,-1778.0
1407240773799.0,50413.0,-1793.0
1407240773809.0,1378.0,-1804.0
1407240773846.0,1124.0,-1788.0
1407240773850.0,-23434.0,-1804.0
1407240773899.0,-70798.0,-1776.0
1407240773904.0,-65610.0,-1792.0
1407240773921.0,-890.0,-1795.0
1407240773977.0,714.0,-1760.0
1407240773992.0,6683.0,-1766.0
1407240773995.0,50413.0,-1784.0
1407240774014.0,105.0,-1785.0
1407240774040.0,1378.0,-1780.0
1407240774066.0,-23434.0,-1775.0
1407240774079.0,-70798.0,-1782.0
1407240774099.0,1124.0,-1783.0
1407240774102.0,-65610.0,-1801.0
1407240774108.0,-890.0,-1816.0
1407240774137.0,714.0,-1807.0
1407240774188.0,1378.0,-1777.0
1407240774195.0,6683.0,-1791.0
1407240774223.0,105.0,-1783.0
1407240774226.0,50413.0,-1801.0
1407240774278.0,-23434.0,-1770.0
1407240774299.0,1124.0,-1770.0
1407240774311.0,-70798.0,-1778.0
1407240774320.0,-890.0,-1790.0
1407240774351.0,-65610.0,-1780.0
1407240774382.0,714.0,-1769.0
1407240774388.0,6683.0,-1784.0
1407240774453.0,105.0,-1740.0
1407240774466.0,50413.0,-1748.0
1407240774499.0,1378.0,-1735.0
1407240774500.0,-70798.0,-1755.0
1407240774505.0,-23434.0,-1771.0
1407240774513.0,1124.0,-1783.0
1407240774577.0,-890.0,-1740.0
1407240774581.0,714.0,-1757.0
1407240774585.0,-65610.0,-1774.0
1407240774587.0,6683.0,-1792.0
1407240774634.0,50413.0,-1766.0
1407240774638.0,105.0,-1783.0
1407240774639.0,-23434.0,-1802.0
1407240774699.0,-70798.0,-1763.0
1407240774700.0,1378.0,-1783.0
1407240774708.0,1124.0,-1796.0
1407240774716.0,-890.0,-1808.0
1407240774750.0,-65610.0,-1795.0
1407240774787.0,714.0,-1779.0
1407240774843.0,6683.0,-1743.0
1407240774849.0,1378.0,-1758.0
1407240774886.0,105.0,-1742.0
1407240774899.0,50413.0,-1750.0
1407240774902.0,-23434.0,-1767.0
1407240774919.0,1124.0,-1771.0
1407240774952.0,-70798.0,-1759.0
1407240774986.0,-890.0,-1745.0
1407240774990.0,714.0,-1762.0
1407240775008.0,-65610.0,-1765.0
1407240775030.0,1378.0,-1764.0
1407240775071.0,6683.0,-1743.0
1407240775078.0,105.0,-1757.0
1407240775098.0,50413.0,-1758.0
1407240775104.0,-23434.0,-1772.0
1407240775122.0,-70798.0,-1775.0
1407240775176.0,1124.0,-1742.0
1407240775188.0,-890.0,-1751.0
1407240775193.0,-65610.0,-1766.0
1407240775221.0,714.0,-1759.0
1407240775225.0,6683.0,-1776.0
1407240775254.0,50413.0,-1767.0
1407240775299.0,105.0,-1743.0
1407240775304.0,1378.0,-1759.0
1407240775309.0,-23434.0,-1775.0
1407240775351.0,1124.0,-1753.0
1407240775361.0,-70798.0,-1764.0
1407240775396.0,714.0,-1750.0
1407240775406.0,-890.0,-1760.0
1407240775430.0,-65610.0,-1757.0
1407240775444.0,50413.0,-1764.0
1407240775446.0,6683.0,-1782.0
1407240775492.0,105.0,-1757.0
1407240775500.0,-23434.0,-1770.0
1407240775504.0,1378.0,-1787.0
1407240775512.0,-70798.0,-1799.0
1407240775556.0,1124.0,-1776.0
1407240775583.0,-890.0,-1770.0
1407240775587.0,-65610.0,-1786.0
1407240775626.0,714.0,-1768.0
1407240775653.0,6683.0,-1762.0
1407240775658.0,1378.0,-1778.0
1407240775699.0,50413.0,-1757.0
1407240775704.0,105.0,-1773.0
1407240775715.0,-23434.0,-1783.0
1407240775777.0,-70798.0,-1741.0
1407240775785.0,-890.0,-1754.0
1407240775786.0,1124.0,-1774.0
1407240775815.0,714.0,-1766.0
1407240775820.0,-65610.0,-1781.0
1407240775876.0,1378.0,-1746.0
1407240775901.0,6683.0,-1742.0
1407240775917.0,105.0,-1746.0
1407240775920.0,50413.0,-1764.0
1407240775955.0,-23434.0,-1750.0
1407240775989.0,-70798.0,-1737.0
1407240775996.0,1124.0,-1750.0
1407240776011.0,-890.0,-1756.0
1407240776040.0,-65610.0,-1748.0
1407240776046.0,714.0,-1762.0
1407240776101.0,6683.0,-1728.0
1407240776110.0,105.0,-1740.0
1407240776120.0,50413.0,-1751.0
1407240776150.0,1378.0,-1741.0
1407240776171.0,-23434.0,-1741.0
1407240776191.0,-70798.0,-1742.0
1407240776192.0,1124.0,-1761.0
1407240776220.0,-890.0,-1754.0
1407240776239.0,-65610.0,-1756.0
1407240776255.0,714.0,-1761.0
1407240776300.0,1378.0,-1736.0
1407240776302.0,6683.0,-1755.0
1407240776323.0,50413.0,-1755.0
1407240776346.0,105.0,-1752.0
1407240776374.0,-23434.0,-1745.0
1407240776386.0,1124.0,-1754.0
1407240776394.0,-70798.0,-1767.0
1407240776443.0,-65610.0,-1738.0
1407240776448.0,-890.0,-1754.0
1407240776475.0,714.0,-1748.0
1407240776481.0,1378.0,-1762.0
1407240776498.0,50413.0,-1766.0
1407240776502.0,105.0,-1783.0
1407240776510.0,-23434.0,-1796.0
1407240776550.0,1124.0,-1776.0
1407240776587.0,-70798.0,-1760.0
1407240776597.0,-890.0,-1771.0
1407240776615.0,1378.0,-1773.0
1407240776623.0,-65610.0,-1786.0
1407240776629.0,714.0,-1801.0
1407240776679.0,105.0,-1772.0
1407240776699.0,50413.0,-1772.0
1407240776704.0,1124.0,-1788.0
1407240776713.0,-23434.0,-1800.0
1407240776752.0,-70798.0,-1781.0
1407240776784.0,714.0,-1770.0
1407240776785.0,-890.0,-1790.0
1407240776823.0,-65610.0,-1773.0
1407240776838.0,50413.0,-1778.0
1407240776849.0,105.0,-1788.0
1407240776899.0,6683.0,-1759.0
1407240776904.0,-23434.0,-1774.0
1407240776916.0,1378.0,-1783.0
1407240776973.0,-70798.0,-1747.0
1407240776975.0,6683.0,-1765.0
1407240776987.0,1124.0,-1774.0
1407240776995.0,6683.0,-1787.0
1407240777038.0,-890.0,-1765.0
1407240777049.0,714.0,-1774.0
1407240777051.0,-65610.0,-1793.0
1407240777098.0,105.0,-1767.0
1407240777099.0,1378.0,-1786.0
1407240777104.0,6683.0,-1802.0
1407240777119.0,50413.0,-1808.0
1407240777150.0,-23434.0,-1798.0
1407240777188.0,1124.0,-1780.0
1407240777190.0,-70798.0,-1799.0
1407240777227.0,-65610.0,-1783.0
1407240777268.0,-890.0,-1762.0
1407240777273.0,714.0,-1778.0
1407240777300.0,6683.0,-1772.0
1407240777304.0,1378.0,-1789.0
1407240777310.0,50413.0,-1803.0
1407240777321.0,105.0,-1813.0
1407240777352.0,-23434.0,-1803.0
1407240777386.0,1124.0,-1789.0
1407240777393.0,-70798.0,-1803.0
1407240777427.0,-65610.0,-1790.0
1407240777477.0,-890.0,-1761.0
1407240777480.0,1378.0,-1778.0
1407240777481.0,714.0,-1798.0
1407240777499.0,6683.0,-1801.0
1407240777509.0,50413.0,-1811.0
1407240777520.0,105.0,-1821.0
1407240777574.0,-23434.0,-1788.0
1407240777595.0,1124.0,-1788.0
1407240777612.0,714.0,-1791.0
1407240777613.0,-70798.0,-1811.0
1407240777649.0,-890.0,-1796.0
1407240777652.0,-65610.0,-1813.0
1407240777700.0,6683.0,-1786.0
1407240777701.0,50413.0,-1806.0
1407240777711.0,105.0,-1817.0
1407240777750.0,-23434.0,-1798.0
1407240777765.0,1378.0,-1804.0
1407240777783.0,1124.0,-1807.0
1407240777785.0,-70798.0,-1825.0
1407240777812.0,-890.0,-1819.0
1407240777826.0,-65610.0,-1826.0
1407240777844.0,714.0,-1829.0
1407240777902.0,6683.0,-1791.0
1407240777914.0,50413.0,-1800.0
1407240777929.0,1378.0,-1806.0
1407240777952.0,105.0,-1803.0
1407240777985.0,-23434.0,-1791.0
1407240777986.0,-70798.0,-1811.0
1407240778017.0,1124.0,-1801.0
1407240778026.0,-890.0,-1812.0
1407240778030.0,-65610.0,-1829.0
1407240778091.0,714.0,-1789.0
1407240778100.0,1378.0,-1800.0
1407240778117.0,50413.0,-1804.0
1407240778182.0,105.0,-1760.0
1407240778188.0,-23434.0,-1775.0
1407240778223.0,-70798.0,-1760.0
1407240778251.0,6683.0,-1753.0
1407240778254.0,1124.0,-1771.0
1407240778281.0,-890.0,-1764.0
1407240778300.0,-65610.0,-1766.0
1407240778302.0,714.0,-1785.0
1407240778320.0,1378.0,-1788.0
1407240778345.0,6683.0,-1783.0
1407240778386.0,105.0,-1763.0
1407240778391.0,50413.0,-1779.0
1407240778440.0,-23434.0,-1750.0
1407240778442.0,1124.0,-1769.0
1407240778459.0,-70798.0,-1773.0
1407240778500.0,714.0,-1753.0
1407240778510.0,-890.0,-1763.0
1407240778523.0,-65610.0,-1771.0
1407240778550.0,6683.0,-1765.0
1407240778557.0,50413.0,-1778.0
1407240778587.0,105.0,-1769.0
1407240778594.0,-23434.0,-1783.0
1407240778613.0,1378.0,-1784.0
1407240778650.0,1124.0,-1768.0
1407240778652.0,-70798.0,-1787.0
1407240778697.0,-890.0,-1763.0
1407240778700.0,-65610.0,-1780.0
1407240778710.0,714.0,-1791.0
1407240778714.0,6683.0,-1808.0
1407240778777.0,105.0,-1765.0
1407240778785.0,50413.0,-1778.0
1407240778797.0,1378.0,-1787.0
1407240778814.0,-23434.0,-1791.0
1407240778830.0,1124.0,-1795.0
1407240778850.0,-70798.0,-1796.0
1407240778898.0,-65610.0,-1769.0
1407240778900.0,-890.0,-1787.0
1407240778912.0,1378.0,-1796.0
1407240778913.0,714.0,-1816.0
1407240778953.0,6683.0,-1797.0
1407240778984.0,50413.0,-1786.0
1407240778986.0,105.0,-1805.0
1407240779019.0,-23434.0,-1793.0
1407240779052.0,1124.0,-1780.0
1407240779062.0,-70798.0,-1791.0
1407240779105.0,714.0,-1769.0
1407240779115.0,-65610.0,-1780.0
1407240779117.0,-890.0,-1798.0
1407240779144.0,6683.0,-1792.0
1407240779153.0,1378.0,-1804.0
1407240779187.0,50413.0,-1790.0
1407240779188.0,105.0,-1810.0
1407240779209.0,-23434.0,-1810.0
1407240779242.0,-70798.0,-1798.0
1407240779248.0,1124.0,-1812.0
1407240779290.0,-65610.0,-1791.0
1407240779307.0,714.0,-1795.0
1407240779318.0,-890.0,-1804.0
1407240779350.0,-65610.0,-1793.0
1407240779376.0,6683.0,-1788.0
1407240779390.0,50413.0,-1795.0
1407240779415.0,105.0,-1790.0
1407240779427.0,1124.0,-1799.0
1407240779430.0,-23434.0,-1817.0
1407240779454.0,-70798.0,-1813.0
1407240779478.0,1378.0,-1810.0
1407240779500.0,105.0,-1809.0
1407240779502.0,-65610.0,-1828.0
1407240779521.0,714.0,-1829.0
1407240779550.0,-890.0,-1821.0
1407240779590.0,6683.0,-1802.0
1407240779592.0,-23434.0,-1820.0
1407240779609.0,50413.0,-1824.0
1407240779631.0,105.0,-1823.0
1407240779653.0,1378.0,-1822.0
1407240779699.0,-70798.0,-1796.0
1407240779700.0,-70798.0,-1816.0
1407240779708.0,1124.0,-1829.0
1407240779713.0,-890.0,-1844.0
1407240779751.0,714.0,-1827.0
1407240779789.0,6683.0,-1810.0
1407240779795.0,50413.0,-1825.0
1407240779809.0,1378.0,-1831.0
1407240779842.0,-23434.0,-1819.0
1407240779853.0,1124.0,-1829.0
1407240779902.0,-890.0,-1800.0
1407240779907.0,714.0,-1816.0
1407240779911.0,-65610.0,-1833.0
1407240779961.0,1378.0,-1804.0
1407240779976.0,6683.0,-1809.0
1407240779982.0,105.0,-1824.0
1407240779986.0,50413.0,-1841.0
1407240780011.0,-23434.0,-1836.0
1407240780049.0,-70798.0,-1819.0
1407240780058.0,1124.0,-1831.0
1407240780099.0,-890.0,-1811.0
1407240780104.0,714.0,-1826.0
1407240780114.0,-65610.0,-1837.0
1407240780133.0,6683.0,-1839.0
1407240780156.0,50413.0,-1836.0
1407240780185.0,105.0,-1828.0
1407240780192.0,-23434.0,-1842.0
1407240780215.0,1378.0,-1839.0
1407240780262.0,-70798.0,-1813.0
1407240780265.0,1124.0,-1831.0
1407240780279.0,714.0,-1838.0
1407240780299.0,50413.0,-1838.0
1407240780302.0,1378.0,-1856.0
1407240780317.0,105.0,-1862.0
1407240780346.0,6683.0,-1853.0
1407240780387.0,-65610.0,-1833.0
1407240780388.0,-23434.0,-1853.0
1407240780411.0,-70798.0,-1851.0
1407240780430.0,-890.0,-1852.0
1407240780432.0,1124.0,-1871.0
1407240780499.0,-65610.0,-1825.0
1407240780504.0,1378.0,-1840.0
1407240780508.0,714.0,-1857.0
1407240780519.0,-890.0,-1867.0
1407240780575.0,50413.0,-1832.0
1407240780588.0,6683.0,-1839.0
1407240780591.0,105.0,-1857.0
1407240780611.0,-23434.0,-1858.0
1407240780630.0,1124.0,-1859.0
1407240780649.0,-70798.0,-1861.0
1407240780700.0,-65610.0,-1831.0
1407240780719.0,1378.0,-1833.0
1407240780722.0,714.0,-1850.0
1407240780745.0,-890.0,-1848.0
1407240780767.0,50413.0,-1847.0
1407240780794.0,6683.0,-1840.0
1407240780809.0,105.0,-1846.0
1407240780812.0,-23434.0,-1864.0
1407240780838.0,1124.0,-1859.0
1407240780852.0,-70798.0,-1865.0
1407240780899.0,-65610.0,-1839.0
1407240780902.0,-890.0,-1857.0
1407240780903.0,6683.0,-1876.0
1407240780909.0,714.0,-1891.0
1407240780950.0,50413.0,-1871.0
1407240780986.0,105.0,-1856.0
1407240780996.0,-23434.0,-1866.0
1407240781018.0,1124.0,-1865.0
1407240781025.0,-70798.0,-1879.0
1407240781052.0,1378.0,-1872.0
1407240781100.0,-890.0,-1845.0
1407240781101.0,-65610.0,-1865.0
1407240781104.0,6683.0,-1883.0
1407240781112.0,714.0,-1895.0
1407240781176.0,105.0,-1852.0
1407240781184.0,50413.0,-1865.0
1407240781187.0,1378.0,-1882.0
1407240781225.0,-70798.0,-1865.0
1407240781230.0,-23434.0,-1881.0
1407240781251.0,1124.0,-1881.0
1407240781279.0,-890.0,-1873.0
1407240781300.0,-65610.0,-1873.0
1407240781302.0,714.0,-1892.0
1407240781315.0,1378.0,-1899.0
1407240781357.0,6683.0,-1878.0
1407240781386.0,105.0,-1870.0
1407240781393.0,50413.0,-1884.0
1407240781433.0,-23434.0,-1864.0
1407240781455.0,-70798.0,-1863.0
1407240781476.0,1124.0,-1863.0
1407240781500.0,-65610.0,-1859.0
1407240781502.0,714.0,-1878.0
1407240781518.0,-890.0,-1883.0
1407240781550.0,1378.0,-1872.0
1407240781558.0,6683.0,-1884.0
1407240781589.0,105.0,-1874.0
1407240781591.0,50413.0,-1893.0
1407240781642.0,-70798.0,-1862.0
1407240781644.0,-23434.0,-1881.0
1407240781648.0,1124.0,-1898.0
1407240781699.0,-65610.0,-1868.0
1407240781703.0,714.0,-1884.0
1407240781721.0,6683.0,-1887.0
1407240781737.0,-890.0,-1892.0
1407240781774.0,105.0,-1875.0
1407240781785.0,50413.0,-1885.0
1407240781792.0,-23434.0,-1899.0
1407240781827.0,1124.0,-1884.0
1407240781834.0,1378.0,-1898.0
1407240781855.0,-70798.0,-1898.0
1407240781879.0,-890.0,-1895.0
1407240781899.0,-65610.0,-1895.0
1407240781904.0,6683.0,-1911.0
1407240781908.0,714.0,-1928.0
1407240781952.0,50413.0,-1904.0
1407240781987.0,1378.0,-1890.0
1407240781995.0,105.0,-1903.0
1407240782007.0,-23434.0,-1912.0
1407240782027.0,1124.0,-1912.0
1407240782056.0,-70798.0,-1904.0
1407240782099.0,714.0,-1882.0
1407240782103.0,-65610.0,-1898.0
1407240782104.0,1378.0,-1918.0
1407240782111.0,-890.0,-1932.0
1407240782153.0,6683.0,-1911.0
1407240782182.0,50413.0,-1902.0
1407240782188.0,105.0,-1917.0
1407240782221.0,-70798.0,-1905.0
1407240782238.0,-23434.0,-1908.0
1407240782241.0,1124.0,-1926.0
1407240782300.0,-890.0,-1888.0
1407240782310.0,-65610.0,-1899.0
1407240782313.0,714.0,-1916.0
1407240782373.0,6683.0,-1877.0
1407240782376.0,1378.0,-1895.0
1407240782385.0,50413.0,-1906.0
1407240782387.0,105.0,-1925.0
1407240782412.0,-23434.0,-1921.0
1407240782453.0,1124.0,-1901.0
1407240782454.0,-70798.0,-1920.0
1407240782500.0,-890.0,-1895.0
1407240782501.0,-65610.0,-1915.0
1407240782508.0,714.0,-1928.0
1407240782516.0,6683.0,-1941.0
1407240782549.0,105.0,-1929.0
1407240782587.0,-23434.0,-1912.0
1407240782588.0,50413.0,-1931.0
1407240782617.0,1378.0,-1923.0
1407240782618.0,1124.0,-1943.0
1407240782676.0,-70798.0,-1905.0
1407240782700.0,-65610.0,-1902.0
1407240782705.0,-890.0,-1918.0
1407240782709.0,50413.0,-1935.0
1407240782719.0,714.0,-1945.0
1407240782752.0,6683.0,-1933.0
1407240782785.0,1378.0,-1921.0
1407240782790.0,105.0,-1936.0
1407240782819.0,-23434.0,-1928.0
1407240782852.0,1124.0,-1916.0
1407240782859.0,-70798.0,-1930.0
1407240782880.0,-890.0,-1929.0
1407240782899.0,-65610.0,-1931.0
1407240782904.0,714.0,-1947.0
1407240782922.0,6683.0,-1949.0
1407240782982.0,1378.0,-1910.0
1407240782993.0,105.0,-1920.0
1407240783009.0,50413.0,-1925.0
1407240783013.0,-23434.0,-1941.0
1407240783029.0,1124.0,-1946.0
1407240783050.0,-70798.0,-1946.0
1407240783100.0,714.0,-1916.0
1407240783104.0,1378.0,-1933.0
1407240783109.0,-890.0,-1949.0
1407240783153.0,-65610.0,-1926.0
1407240783188.0,6683.0,-1911.0
1407240783196.0,105.0,-1924.0
1407240783217.0,-23434.0,-1924.0
1407240783229.0,50413.0,-1932.0
1407240783247.0,1124.0,-1935.0
1407240783299.0,-70798.0,-1904.0
1407240783302.0,-890.0,-1922.0
1407240783304.0,-65610.0,-1940.0
1407240783312.0,714.0,-1953.0
1407240783352.0,50413.0,-1934.0
1407240783383.0,6683.0,-1923.0
1407240783385.0,105.0,-1942.0
1407240783425.0,-23434.0,-1923.0
1407240783432.0,1378.0,-1936.0
1407240783467.0,-70798.0,-1922.0
1407240783499.0,1124.0,-1911.0
1407240783503.0,-890.0,-1928.0
1407240783504.0,-65610.0,-1947.0
1407240783515.0,714.0,-1957.0
1407240783572.0,6683.0,-1921.0
1407240783586.0,50413.0,-1927.0
1407240783596.0,105.0,-1938.0
1407240783626.0,1378.0,-1929.0
1407240783646.0,-70798.0,-1930.0
1407240783652.0,-23434.0,-1944.0
1407240783679.0,1124.0,-1938.0
1407240783699.0,-65610.0,-1939.0
1407240783704.0,714.0,-1954.0
1407240783717.0,-890.0,-1962.0
1407240783753.0,1378.0,-1947.0
1407240783789.0,6683.0,-1932.0
1407240783792.0,50413.0,-1949.0
1407240783833.0,105.0,-1929.0
1407240783839.0,1124.0,-1944.0
1407240783852.0,-23434.0,-1951.0
1407240783901.0,-70798.0,-1923.0
1407240783920.0,-65610.0,-1925.0
1407240783950.0,714.0,-1916.0
1407240783985.0,1378.0,-1901.0
1407240783986.0,-890.0,-1921.0
1407240783992.0,6683.0,-1936.0
1407240784042.0,105.0,-1906.0
1407240784052.0,50413.0,-1917.0
1407240784053.0,-23434.0,-1937.0
1407240784100.0,1124.0,-1911.0
1407240784102.0,-70798.0,-1929.0
1407240784113.0,-65610.0,-1939.0
1407240784123.0,-890.0,-1950.0
1407240784174.0,714.0,-1919.0
1407240784188.0,6683.0,-1926.0
1407240784194.0,50413.0,-1941.0
1407240784240.0,-23434.0,-1916.0
1407240784252.0,105.0,-1924.0
